ANO;PROCESSO ;CONVENENTE;SIAFI/SICONV;CONVÊNIO;OFÍCIO DA AECI;ENTREGUE NO TCU
2015;72031.010479/2011-05;Associação de Amigos 100% Saruga;533790;441/2005;Ofício nº 1523/2015/AECI/MTur;05/10/2015
2015;72031.000242/2011-16;Prefeitura Municipal de Japoatã;732848;242/2010;Ofício nº 1524/2015/AECI/MTur;05/10/2015
2015;72031.000312/2011-28;Prefeitura Municipal de Luís Gomes;720176;1503/2009;Ofício nº 1525/2015/AECI/MTur;05/10/2015
2015;72031.001628/2011-37;Prefeitura Municipal de Coreau;734944;441/2010;Ofício nº 1526/2015/AECI/MTur;05/10/2015
2015;72031.003647/2011-06;Prefeitura Municipal de Olho D'Água;739916;1014/2010;Ofício nº 1527/2015/AECI/MTur;05/10/2015
2015;72031.000981/2012-81;Prefeitura Municipal de Uruburetama;732012;41/2010;Ofício nº 1528/2015/AECI/MTur;05/10/2015
2015;72031.000759/2015-21;Associação de Moradores da Comunidade de Cuiabá - AMCC;704616;667/2009;Ofício nº 1529/2015/AECI/MTur;05/10/2015
2015;72031.000323/2011-16;Prefeitura Municipal de Lagamar;734527;400/2010;Ofício nº 1530/2015/AECI/MTur;05/10/2015
2015;72031.010472/2011-85;Prefeitura Municipal de Iepê;740545;1030/2010;Ofício nº 1531/2015/AECI/MTur;05/10/2015
2015;72031.010467/2011-72;Prefeitura Municipal de Colorado;742233;1218/2010;Ofício nº 1532/2015/AECI/MTur;05/10/2015
2015;72031.001196/2011-64;Prefeitura Municipal de Goiana ;732603;183/2010;Ofício nº 1533/2015/AECI/MTur;05/10/2015
2015;72031.006939/2011-92;Associação Menino Jesus de Praga - Tapera das Artes;564833;299/2006;Ofício nº 1534/2015/AECI/MTur;05/10/2015
2015;00190.000562/2015-58;Prefeitura Municipal de Luzilândia;546474;188.160-97/2005;Ofício nº 1535/2015/AECI/MTur;05/10/2015
2015;72031.007366/2011-14;Instituto de Apoio Técnico Especializado à Cidadania - IATEC;592717;145/2007;Ofício nº 1536/2015/AECI/MTur;05/10/2015
2015;72031.000874/2015-03;Prefeitura Municipal de Iporã;703221;148/2009;Ofício nº 1537/2015/AECI/MTur;05/10/2015
2015;72031.010628/2011-28;Prefeitura Municipal de Sítio Novo do Tocantins;634077;975/2008;Ofício nº 1538/2015/AECI/MTur;05/10/2015
2015;72031.012924/2010-82;Prefeitura Municipal de Emas ;704211;754/2009;Ofício nº 1539/2015/AECI/MTur;05/10/2015
2015;72031.000760/2015-55;Prefeitura Municipal de Braúna;741310;1062/2010;Ofício nº 1540/2015/AECI/MTur;05/10/2015
2015;72031.005634/2010-82;Fundação Porto Seguro Promoções e Eventos;622706;jan/08;Ofício nº 1541/2015/AECI/MTur;05/10/2015
2015;72031.004370/2011-21;Instituto de Apoio Técnico Especializado à Cidadania - IATEC;629173;200/2008;Ofício nº 1542/2015/AECI/MTur;05/10/2015
2015;72031.001195/2011-10;Fundação de Cultura, Assistência Social e Saúde da Paraíba;733221;307/2010;Ofício nº 1543/2015/AECI/MTur;05/10/2015
2015;72031.000873/2015-51;Instituto Caminho das Artes-ICA;732146;95/2010;Ofício nº 1544/2015/AECI/MTur;05/10/2015
2015;72031.000872/2015-14;Prefeitura Municipal de São Mamede/PB;703824;557/2009;Ofício nº 1545/2015/AECI/MTur;05/10/2015
2015;72031.002815/2012-19;Fundação Cultural Santa Edwiges;629347;764/2008;Ofício nº 1546/2015/AECI/MTur;05/10/2015
2015;72031.013833/2010-64;Prefeitura Municipal de Alto Rio Novo;702449;1505/2008;Ofício nº 1547/2015/AECI/MTur;05/10/2015
2015;72031.007484/2011-22;Prefeitura Municipal de Nipoã;600349;771/2007;Ofício nº 1549/2015/AECI/MTur;05/10/2015
2015;72031.000864/2015-60;Prefeitura Municipal de Conceição do Tocantins ;738466;859/2010;Ofício nº 1550/2015/AECI/MTur;05/10/2015
2015;72031.013826/2010-62;Prefeitura Municipal de Paudalho;703233;157/2009;Ofício nº 1551/2015/AECI/MTur;05/10/2015
2015;72031.004369/2011-04;Município de Jacinto;622042;0853/2007;Ofício nº 1422/2015/AECI/MTur;10/09/2015
2015;00190.003116/2015-03;Município de Aliança;659519 e 647787;Contratos de Repasse nº 312.673-33/2009 e nº 280.353-75/2009;Ofício nº 1423/2015/AECI/MTur;10/09/2015
2015;00190.001087/2015-37;Município de Marcelino Vieira;585255;Contrato de Repasse nº  200.590-69/2006;Ofício nº 1424/2015/AECI/MTur;10/09/2015
2015;72031.000498/2015-49;Município de Serrinha dos Pintos;732304;0127/2010;Ofício nº 1425/2015/AECI/MTur;10/09/2015
2015;72031.006827/2010-51;Município de Palmares Paulista/SP;629490;0468/2008;Ofício nº 1392/2015/AECI/MTur;04/09/2015
2015;72031.013801/2010-69;Município de Desterro/PB;703822;0559/2009;Ofício nº 1393/2015/AECI/MTur;04/09/2015
2015;72031.006583/2013-59;Município de Bela Cruz/CE;633824;0382/2008;Ofício nº 1394/2015/AECI/MTur;04/09/2015
2015;72031.006219/2010-46;Município de Camutanga/PE;620230;0917/2007;Ofício nº 1395/2015/AECI/MTur;04/09/2015
2015;00190.000682/2015-55;Municípío de Goiana/PE;594733 e 605101;221.531-84/2007 e 247.024-90/2007;Ofício nº 1396/2015/AECI/MTur;04/09/2015
2015;72031.008901/2010-73;Município de Paudalho/PE;704542;0881/2009;Ofício nº 1397/2015/AECI/MTur;04/09/2015
2015;   72031.006264/2014-24;Associação Brusque Jeep Clube/SC;749308;1469/2010;Ofício nº 1398/2015/AECI/MTur;04/09/2015
2015;72031.004770/2014-89;Município de Santarém/PB;703580;0369/2009;Ofício nº 1399/2015/AECI/MTur;04/09/2015
2015;72031.013347/2010-46;Prefeitura Municipal de Iati/PE;703780;0518/2009;Ofício nº 1400/2015/AECI/MTur;04/09/2015
2015;72031.013820/2010-95;Município de Itapaci/GO;704302;0783/2009;Ofício nº 1401/2015/AECI/MTur;04/09/2015
2015;72031.003645/2014-51;Município de Uauá/BA;736293;0558/2010;Ofício nº 1403/2015/AECI/MTur;04/09/2015
2015;72031.016512/2010-11;Município de Funilândia/MG;720159;1498/2009;Ofício nº 1404/2015/AECI/MTur;04/09/2015
2015;72031.003140/2014-97;Fundação Municipal de Cultura e Turismo - MANAUSCULT/AM;731422;1923/2009;Ofício nº 1405/2015/AECI/MTur;04/09/2015
2015;72031.012906/2010-09;Município de Santa Quitéria/CE;703778;0514/2009;Ofício nº 1406/2015/AECI/MTur;04/09/2015
2015;72031.013909/2010-51;Município de Ielmo Marinho/RN;703812;0545/2009;Ofício nº 1407/2015/AECI/MTur;04/09/2015
2015;72031.008527/2010-14;Associação Brasileira dos Criadores do Cavalo Mangalarga Marchador - ABCCMM/MG;732375;0138/2010;Ofício nº 1408/2015/AECI/MTur;04/09/2015
2015;72031.000660/2009-81;Município de Nova Granada/SP;622867;0017/2008;Ofício nº 1409/2015/AECI/MTur;04/09/2015
2015;72031.000295/2015-52;Município de Estância/SE;740092;1008/2010;Ofício nº 1410/2015/AECI/MTur;04/09/2015
2015;72031.000245/2014-94;Município de Porangatu/GO;732379;0152/2010;Ofício nº 1411/2015/AECI/MTur;04/09/2015
2015;72031.006509/2010-90;Município de Cacimba de Areia/PB;704511;0872/2009;Ofício nº 1412/2015/AECI/MTur;04/09/2015
2015;720312.000214/2014-33;Confederação Brasileira de Convention & Visitors Bureaux;651772;1564/2008;Ofício nº 1107/2015/AECI/MTur;03/08/2015
2015;72031.006753/2014-86;Instituto Zabilin de Arte e Cultura-DF;720399;1537/2009;Ofício nº 1108/2015/AECI/MTur;03/08/2015
2015;72031.005436/2014-42;Prefeitura Municipal de São Caetano - PE;703637;0406/2009;Ofício nº 1109/2015/AECI/MTur;03/08/2015
2015;72031.006274/2014-60;Prefeitura Municipal de Zacarias;632639;353/2008;Ofício nº 1110/2015/AECI/MTur;03/08/2015
2015;72031.006754/2014-21;Prefeitura Municipal de Papanduva;732150;092/2010;Ofício nº 1111/2015/AECI/MTur;03/08/2015
2015;72031.003045/2014-93;Confederação Brasileira de Convention & Visitors Bureaux;703451;0265/2009;Ofício nº 1112/2015/AECI/MTur;03/08/2015
2015;72031.006513/2010-58;Prefeitura Municipal de Olho D'Água dos Borges;703777;0515/2009;Ofício nº 1113/2015/AECI/MTur;03/08/2015
2015;72031.006755/2014-75;Prefeitura Municipal de São Geraldo do Baixio;704113;0697/2009;Ofício nº 1114/2015/AECI/MTur;03/08/2015
2015;72031.000836/2014-61;Instituto Recriar;736129;0531/2010;Ofício nº 1115/2015/AECI/MTur;03/08/2015
2015;72031.002950/2014-26;Prefeitura Municipal de Mataraca;703805;0538/2009;Ofício nº 1116/2015/AECI/MTur;03/08/2015
2015;72031.004096/2014-32;Prefeitura Municipal de Fortaleza do Tabocão;704409;0827/2009;Ofício nº 1117/2015/AECI/MTur;03/08/2015
2015;72031.006751/2014-97;Prefeitura Municipal de Ribeirão do Sul;733183;0292/2010;Ofício nº 1118/2015/AECI/MTur;03/08/2015
2015;72031.006344/2014-80;Fundação Delmiro Gouveia;732099;0075/2010;Ofício nº 1119/2015/AECI/MTur;03/08/2015
2015;72031.006269/2014-57;Prefeitura Municipal de Comodoro;733674;0341/2010;Ofício nº 1120/2015/AECI/MTur;03/08/2015
2015;72031.000059/2014-55;Prefeitura Municipal de Guaraciaba do Norte;564087;0294/2006;Ofício nº 1121/2015/AECI/MTur;03/08/2015
2015;72031.003063/2014-75;Hipnos Companhia de Artes;736822;0658/2010;Ofício nº 1122/2015/AECI/MTur;03/08/2015
2015;72031.001420/2014-61;Prefeitura Municipal de Vargem Alegre ;704081;0675/2009;Ofício nº 1123/2015/AECI/MTur;03/08/2015
2015;72031.005296/2014-11;Prefeitura Municipal de Lages;736461;0549/2010;Ofício nº 1124/2015/AECI/MTur;03/08/2015
2015;72031.008543/2013-41;Prefeitura Municipal de Tuparetama;628169;0508/2008;Ofício nº 1125/2015/AECI/MTur;03/08/2015
2015;72000.003130/2009-51;Prefeitura Municipal de Juazeirinho;631103;0585/2008;Ofício nº 1126/2015/AECI/MTur;03/08/2015
2015;72031.000337/2014-74;Prefeitura Municipal de Jacupiranga;740832;1070/2010;Ofício nº 1127/2015/AECI/MTur;03/08/2015
2015;72031.011701/2011-89;Prefeitura Municipal de Quatis ;638232;1274/2008;Ofício nº 1128/2015/AECI/MTur;03/08/2015
2015;72031.006265/2014-79;Prefeitura Municipal de Jaguaribe;703868;0595/2009;Ofício nº 1129/2015/AECI/MTur;03/08/2015
2015;72031.006256/2014-88;Empresa de Turismo da Bahia S.A. - BAHIATURSA;737565;0749/2010;Ofício nº 1130/2015/AECI/MTur;03/08/2015
2015;72031.006927/2014-19;Instituto de Pesquisa e Ação Modular;704873;1008/2009;Ofício nº 1131/2015/AECI/MTur;03/08/2015
2015;72031.006918/2014-10;Associação do Comércio da Indústria e Agroindustrial de Garanhuns e Agreste Meridional – Aciagam/PE;629878;0786/2008;Ofício nº 1132/2015/AECI/MTur;03/08/2015
2015;72031.004136/2014-46;Prefeitura Municipal de Inhambupe;704479;0860/2009;Ofício nº 1133/2015/AECI/MTur;03/08/2015
2015;72031.000839/2014-03;Prefeitura Municipal de São José do Sabugi;742098;1212/2010;Ofício nº 1134/2015/AECI/MTur;03/08/2015
2015;72031.008886/2011-44;Fundação Quinteto Violado;485107;0073/2003;Ofício nº 1135/2015/AECI/MTur;03/08/2015
2015;72031.005394/2014-40;Município de Espírito Santo do Turvo;634081;0920/2008;Ofício nº 1136/2015/AECI/MTur;03/08/2015
2015;72031.003806/2014-15;Prefeitura Municipal de São João das Duas Pontes;739977;1017/2010;Ofício nº 1137/2015/AECI/MTur;03/08/2015
2015;72031.005479/2014-28;Prefeitura Municipal de Corumbaíba/GO;735477;0462/2010;Ofício nº 1138/2015/AECI/MTur;03/08/2015
2015;72031.003800/2014-30;Prefeitura Municipal de Cáceres;732644;0212/2010;Ofício nº 1139/2015/AECI/MTur;03/08/2015
2015;72031.006346/2014-79;Prefeitura Municipal de São Desidério;764551;0461/2011;Ofício nº 1140/2015/AECI/MTur;03/08/2015
2015;72031.007357/2011-23;Município de Sebastianópolis do Sul;703853;584/2009;Ofício nº 1210/2015/AECI/MTur;03/08/2015
2015;72031.003048/2014-27;Fundação Universa;723828;1732/2009;Ofício nº 1211/2015/AECI/MTur;03/08/2015
2015;72031.006742/2012-34;Minucípio de Pingo D'Água;705812;1123/2009;Ofício nº 1212/2015/AECI/MTur;03/08/2015
2015;72031.003141/2014-31;Município de Mucugê;733644;332/2010;Ofício nº 1213/2015/AECI/MTur;03/08/2015
2015;72031.000352/2014-12;Secretaria do Turismo do Estado do Piauí;733989;361/2010;Ofício nº 1214/2015/AECI/MTur;03/08/2015
2015;72031.007245/2012-53;Confederação Brasileira de Convention & Visitors Bureaux;724380;1694/2009;Ofício nº 1215/2015/AECI/MTur;03/08/2015
2015;72031.004599/2011-65;Município de Penedo;737612;742/2010;Ofício nº 1216/2015/AECI/MTur;03/08/2015
2015;72031.001404/2011-25;Centro de Tradições Gaúchas Sela de Prata;703442;262/2009;Ofício nº 1217/2015/AECI/MTur;03/08/2015
2015;72031.005294/2014-13;Município de Arcoverde;738460;850/2010;Ofício nº 1218/2015/AECI/MTur;03/08/2015
2015;72031.001034/2011-26;Piauí Turismo - Piemtur;706523;1152/2009;Ofício nº 1219/2015/AECI/MTur;03/08/2015
2015;72031.013343/2010-68;Município de Guaimbê;703545;337/2009;Ofício nº 1220/2015/AECI/MTur;03/08/2015
2015;72031.003187/2011-16;Município de São Sebastião do Umbuzeiro;737608;764/2010;Ofício nº 1221/2015/AECI/MTur;03/08/2015
2015;72031.005331/2011-41;Município de Serraria;732939;273/2010;Ofício nº 1222/2015/AECI/MTur;03/08/2015
2015;72031.000336/2014-20;Município de Arcoverde;703500;301/2009;Ofício nº 1223/2015/AECI/MTur;03/08/2015
2015;72031.001374/2011-57;Município de Pilões;703774;513/2009;Ofício nº 1224/2015/AECI/MTur;03/08/2015
2015;72031.006367/2014-94;Instituto Brazil Global;704316;789/2009;Ofício nº 1225/2015/AECI/MTur;03/08/2015
2015;72031.006714/2011-36;Associação Paranaense da Indústria Têxtil e do Vestuário - Vestpar;510060;211/2004;Ofício nº 1226/2015/AECI/MTur;03/08/2015
2015;72031.005437/2014-97;Município de Planalto;629881;281/2008;Ofício nº 1227/2015/AECI/MTur;03/08/2015
2015;72031.006266/2014-13;Clube dos Vinte e Dois;704313;786/2009;Ofício nº 1228/2015/AECI/MTur;03/08/2015
2015;72031.000234/2011-61;Município de São Pedro do Turvo;735848;496/2010;Ofício nº 1229/2015/AECI/MTur;03/08/2015
